step,time,temp,pressure,density,volume
0,0,2,0.353105222671299,0.215359277593538,2321.70169582238
100,0.5,1.98642632720764,0.339510107979865,0.215359277593538,2321.70169582238
200,1,1.95358189430247,0.370518360932458,0.215359277593538,2321.70169582238
300,1.5,2.05399269858721,0.399061010522852,0.215359277593538,2321.70169582238
400,2,2.15027898436364,0.439412222000844,0.215359277593538,2321.70169582238
500,2.5,2.16024443334328,0.412326452652166,0.215359277593538,2321.70169582238
600,3,2.09910319295756,0.459015911218635,0.215359277593538,2321.70169582238
700,3.5,1.97870017778934,0.413453628096609,0.215359277593538,2321.70169582238
800,4,1.96966891720223,0.337506974891331,0.215359277593538,2321.70169582238
900,4.5,1.8796753338662,0.458468411648171,0.215359277593538,2321.70169582238
1000,5,1.92193153298264,0.398673599886091,0.215359277593538,2321.70169582238
1100,5.5,2.00137721275655,0.315964938610112,0.215359277593538,2321.70169582238
1200,6,2.06561889406405,0.414177592371372,0.215359277593538,2321.70169582238
1300,6.5,2.06546028316102,0.411017712465619,0.215359277593538,2321.70169582238
1400,7,2.09310644476341,0.421717205827789,0.215359277593538,2321.70169582238
1500,7.5,2.04593758931051,0.367519544039193,0.215359277593538,2321.70169582238
1600,8,1.934754839482,0.422590282925433,0.215359277593538,2321.70169582238
1700,8.5,1.81832292617822,0.404800270171464,0.215359277593538,2321.70169582238
1800,9,1.88149419522209,0.307360966532032,0.215359277593538,2321.70169582238
1900,9.5,1.90675682053024,0.368359298755976,0.215359277593538,2321.70169582238
2000,10,1.95199765977814,0.377320393195676,0.215359277593538,2321.70169582238
2100,10.5,1.9476369110024,0.403491758861497,0.215359277593538,2321.70169582238
2200,11,2.01702321321595,0.356978079547721,0.215359277593538,2321.70169582238
2300,11.5,2.02571655091311,0.420994222800227,0.215359277593538,2321.70169582238
2400,12,2.06294327048385,0.407635807280431,0.215359277593538,2321.70169582238
2500,12.5,2.04658152448933,0.396254820495431,0.215359277593538,2321.70169582238
2600,13,2.03646794579416,0.416720425530233,0.215359277593538,2321.70169582238
2700,13.5,1.99578103877883,0.319004711856863,0.215359277593538,2321.70169582238
2800,14,1.88058773049442,0.380054392702311,0.215359277593538,2321.70169582238
2900,14.5,1.89867834322718,0.302172179246237,0.215359277593538,2321.70169582238
3000,15,1.93343729811964,0.420091941529367,0.215359277593538,2321.70169582238
3100,15.5,1.99977983929602,0.353995547679872,0.215359277593538,2321.70169582238
3200,16,2.05633449426187,0.349432529464198,0.215359277593538,2321.70169582238
3300,16.5,2.11090042137713,0.458427462691719,0.215359277593538,2321.70169582238
3400,17,2.09441968098687,0.440879589620994,0.215359277593538,2321.70169582238
3500,17.5,2.02630844451909,0.460340810518524,0.215359277593538,2321.70169582238
3600,18,2.01051468175342,0.408041265288183,0.215359277593538,2321.70169582238
3700,18.5,1.93987233818989,0.367061354038145,0.215359277593538,2321.70169582238
3800,19,1.9318211477689,0.443641952149773,0.215359277593538,2321.70169582238
3900,19.5,1.92756559821519,0.406735235933345,0.215359277593538,2321.70169582238
4000,20,2.00257603677114,0.38245754686612,0.215359277593538,2321.70169582238
4100,20.5,2.02080118971055,0.447131253910204,0.215359277593538,2321.70169582238
4200,21,2.1318157693098,0.40152105407924,0.215359277593538,2321.70169582238
4300,21.5,2.10483219634219,0.538582028963551,0.215359277593538,2321.70169582238
4400,22,2.08365806027926,0.428378320064813,0.215359277593538,2321.70169582238
4500,22.5,2.01119307068296,0.410698235137936,0.215359277593538,2321.70169582238
4600,23,2.00493498837761,0.370647676610131,0.215359277593538,2321.70169582238
4700,23.5,1.99324241742628,0.388027703713069,0.215359277593538,2321.70169582238
4800,24,1.96164882120278,0.38530632038715,0.215359277593538,2321.70169582238
4900,24.5,1.98274880694483,0.363237676308813,0.215359277593538,2321.70169582238
5000,25,2.01959033710025,0.337241072638479,0.215359277593538,2321.70169582238
5100,25.5,2.00474134845741,0.471398831798218,0.215359277593538,2321.70169582238
5200,26,2.04474437117989,0.405687806472775,0.215359277593538,2321.70169582238
5300,26.5,2.07256629235485,0.423786336734857,0.215359277593538,2321.70169582238
5400,27,2.13220946647415,0.433392591855477,0.215359277593538,2321.70169582238
5500,27.5,2.02569357113243,0.419335713306693,0.215359277593538,2321.70169582238
5600,28,1.97604970997762,0.39451111216347,0.215359277593538,2321.70169582238
5700,28.5,1.88055731240002,0.340435800829756,0.215359277593538,2321.70169582238
5800,29,1.90549216926996,0.354258303761954,0.215359277593538,2321.70169582238
5900,29.5,1.93956016932076,0.41153305987571,0.215359277593538,2321.70169582238
6000,30,1.95139497012785,0.449146018316882,0.215359277593538,2321.70169582238
6100,30.5,2.06522093840357,0.39051737558022,0.215359277593538,2321.70169582238
6200,31,2.10320227274776,0.394399084994982,0.215359277593538,2321.70169582238
6300,31.5,2.01050285543972,0.443626729670186,0.215359277593538,2321.70169582238
6400,32,2.02526519638972,0.405356087597078,0.215359277593538,2321.70169582238
6500,32.5,1.9926618026121,0.413757264209064,0.215359277593538,2321.70169582238
6600,33,1.97124871901486,0.416067390915387,0.215359277593538,2321.70169582238
6700,33.5,2.00966414508634,0.36323709770055,0.215359277593538,2321.70169582238
6800,34,1.99136494348102,0.409885419663001,0.215359277593538,2321.70169582238
6900,34.5,2.01674055612502,0.414524454447426,0.215359277593538,2321.70169582238
7000,35,2.00730244215072,0.385247201516075,0.215359277593538,2321.70169582238
7100,35.5,1.9414648547873,0.433154766577447,0.215359277593538,2321.70169582238
7200,36,1.89826411420821,0.406554399942373,0.215359277593538,2321.70169582238
7300,36.5,1.86611658531342,0.362972905626746,0.215359277593538,2321.70169582238
7400,37,1.88779486309929,0.375737407984599,0.215359277593538,2321.70169582238
7500,37.5,1.96803315169911,0.40755598030246,0.215359277593538,2321.70169582238
7600,38,2.06640140602242,0.447674616698725,0.215359277593538,2321.70169582238
7700,38.5,2.09059060199067,0.456024893572485,0.215359277593538,2321.70169582238
7800,39,2.02254121489299,0.429512302414767,0.215359277593538,2321.70169582238
7900,39.5,2.00634583580991,0.410182908046195,0.215359277593538,2321.70169582238
8000,40,1.9826999811216,0.419454187362121,0.215359277593538,2321.70169582238
8100,40.5,1.91246891962364,0.411653635462438,0.215359277593538,2321.70169582238
8200,41,1.95889350026439,0.325008540431808,0.215359277593538,2321.70169582238
8300,41.5,1.93113992444366,0.338438381663024,0.215359277593538,2321.70169582238
8400,42,2.04704164818783,0.391153478609896,0.215359277593538,2321.70169582238
8500,42.5,2.17128828640369,0.408331042666429,0.215359277593538,2321.70169582238
8600,43,2.16258495725242,0.380313546383179,0.215359277593538,2321.70169582238
8700,43.5,2.11888946277597,0.427149744237714,0.215359277593538,2321.70169582238
8800,44,1.99403080948595,0.400657779750622,0.215359277593538,2321.70169582238
8900,44.5,2.01640539039173,0.327342702709772,0.215359277593538,2321.70169582238
9000,45,1.90483059339458,0.399057223616486,0.215359277593538,2321.70169582238
9100,45.5,1.94560082615858,0.36981708107549,0.215359277593538,2321.70169582238
9200,46,1.99655579007834,0.381916299791189,0.215359277593538,2321.70169582238
9300,46.5,2.04692201602184,0.40623007820051,0.215359277593538,2321.70169582238
9400,47,2.11780894349398,0.388633715075246,0.215359277593538,2321.70169582238
9500,47.5,2.13818187479555,0.38409916209825,0.215359277593538,2321.70169582238
9600,48,2.11671574969169,0.439831344670701,0.215359277593538,2321.70169582238
9700,48.5,1.97531122094894,0.423140457918349,0.215359277593538,2321.70169582238
9800,49,1.89942991407499,0.440024925931434,0.215359277593538,2321.70169582238
9900,49.5,1.88878706194382,0.396023358440716,0.215359277593538,2321.70169582238
10000,50,1.94242177608408,0.406233457011233,0.215359277593538,2321.70169582238
10100,50.5,1.9665672747026,0.395575094935432,0.215359277593538,2321.70169582238
10200,51,2.06021683772186,0.343077633935021,0.215359277593538,2321.70169582238
10300,51.5,2.07721200754739,0.391192527797952,0.215359277593538,2321.70169582238
10400,52,2.04676006935906,0.395919718244024,0.215359277593538,2321.70169582238
10500,52.5,2.05648592187743,0.385267820435664,0.215359277593538,2321.70169582238
10600,53,1.968113851413,0.337833890171696,0.215359277593538,2321.70169582238
10700,53.5,1.88097012025822,0.344880439948368,0.215359277593538,2321.70169582238
10800,54,1.81768217347737,0.382780927647991,0.215359277593538,2321.70169582238
10900,54.5,1.89646941941605,0.360512765897938,0.215359277593538,2321.70169582238
11000,55,1.93853033041552,0.386038677594191,0.215359277593538,2321.70169582238
11100,55.5,1.98867760422659,0.408820356456238,0.215359277593538,2321.70169582238
11200,56,2.03529574009174,0.318702253645325,0.215359277593538,2321.70169582238
11300,56.5,2.07484625392301,0.318096413288578,0.215359277593538,2321.70169582238
11400,57,2.01389206320481,0.414954233031445,0.215359277593538,2321.70169582238
11500,57.5,1.97344782528639,0.385232208842851,0.215359277593538,2321.70169582238
11600,58,1.99080852196206,0.446654293520967,0.215359277593538,2321.70169582238
11700,58.5,2.01522099437294,0.373543650963838,0.215359277593538,2321.70169582238
11800,59,1.97744384556492,0.372495938975613,0.215359277593538,2321.70169582238
11900,59.5,1.97802765983042,0.330585386406044,0.215359277593538,2321.70169582238
12000,60,1.91908571941619,0.368580696367868,0.215359277593538,2321.70169582238
12100,60.5,1.91077504656753,0.420014695533692,0.215359277593538,2321.70169582238
12200,61,1.91941795114227,0.423275288615072,0.215359277593538,2321.70169582238
12300,61.5,2.01737670407541,0.44419912439483,0.215359277593538,2321.70169582238
12400,62,2.0589710738312,0.445586352506702,0.215359277593538,2321.70169582238
12500,62.5,2.08929849681804,0.401001483342536,0.215359277593538,2321.70169582238
12600,63,2.08554220956807,0.38763661205023,0.215359277593538,2321.70169582238
12700,63.5,2.03670820026804,0.423091731123308,0.215359277593538,2321.70169582238
12800,64,1.95078549502598,0.392127763322196,0.215359277593538,2321.70169582238
12900,64.5,1.92729259532431,0.369083527546171,0.215359277593538,2321.70169582238
13000,65,1.94390272840302,0.404405568477515,0.215359277593538,2321.70169582238
13100,65.5,1.9092315973784,0.473837775124407,0.215359277593538,2321.70169582238
13200,66,1.95530787936042,0.360429042279638,0.215359277593538,2321.70169582238
13300,66.5,1.98525974723426,0.363760841266641,0.215359277593538,2321.70169582238
