step,time,msd
0,0,7.59105071876075e-29
100,0.5,1.08279116495872
200,1,3.11197942306955
300,1.5,5.4777101433154
400,2,8.18537067069425
500,2.5,10.81424964609
600,3,13.7462809456984
700,3.5,16.44067292084
800,4,19.2141991457497
900,4.5,21.8997008015485
1000,5,24.4870187621755
1100,5.5,27.0548831606364
1200,6,29.8914750857035
1300,6.5,33.1892889830054
1400,7,36.0796141644937
1500,7.5,38.8048181480052
1600,8,41.2711234918379
1700,8.5,43.7430142801128
1800,9,46.6601272306619
1900,9.5,49.4837259205592
2000,10,52.128476381478
2100,10.5,55.3202140802983
2200,11,58.4138382570098
2300,11.5,61.1299408233022
2400,12,64.2234541926791
2500,12.5,67.1968634679099
2600,13,69.4206423011732
2700,13.5,72.4710487350054
2800,14,75.8208955060591
2900,14.5,79.296879683455
3000,15,82.730548697921
3100,15.5,85.9855914374191
3200,16,88.8423199593232
3300,16.5,92.277123163301
3400,17,95.481756966789
3500,17.5,99.376922020073
3600,18,102.788236995196
3700,18.5,106.202990911773
3800,19,110.647188846866
3900,19.5,114.11889702088
4000,20,117.002546013315
4100,20.5,120.887071194701
4200,21,124.207467732055
4300,21.5,127.372874830279
4400,22,130.393517936957
4500,22.5,133.405017038078
4600,23,136.445691372749
4700,23.5,139.619670838128
4800,24,143.133809239228
4900,24.5,146.995730266778
5000,25,150.001717770362
5100,25.5,152.51874901465
5200,26,154.518230364411
5300,26.5,156.380779528691
5400,27,159.212217035752
5500,27.5,160.673646075954
5600,28,163.2032104523
5700,28.5,165.231545786717
5800,29,166.529746519433
5900,29.5,168.432206178712
6000,30,171.332695924784
6100,30.5,174.477583753841
6200,31,176.897230953079
6300,31.5,179.61306189424
6400,32,182.511699375681
6500,32.5,185.530025553534
6600,33,188.214156785131
6700,33.5,190.370958200297
6800,34,193.958972883636
6900,34.5,197.876456191813
7000,35,201.452821361075
7100,35.5,204.413020479003
7200,36,208.038047348412
7300,36.5,212.283399585076
7400,37,214.518458277619
7500,37.5,217.304715953657
7600,38,219.755361703623
7700,38.5,222.335979636662
7800,39,224.062577948139
7900,39.5,226.428157917993
8000,40,229.05203873915
8100,40.5,231.692081557536
8200,41,235.317407187499
8300,41.5,237.631006401119
8400,42,239.822593306469
8500,42.5,243.182749071547
8600,43,244.780001934292
8700,43.5,248.00764368235
8800,44,252.281449539239
8900,44.5,254.493602279208
9000,45,257.289498924848
9100,45.5,261.423679065179
9200,46,265.778951137085
9300,46.5,269.445951945702
9400,47,273.598672444489
9500,47.5,277.956801904808
9600,48,280.588705971112
9700,48.5,282.896884808129
9800,49,285.024541239949
9900,49.5,287.207295733822
10000,50,289.739851483769
10100,50.5,292.318811954449
10200,51,294.898885572101
10300,51.5,295.825325067477
10400,52,297.859191236428
10500,52.5,299.159913263432
10600,53,300.785502237232
10700,53.5,301.896591230736
10800,54,303.977735846154
10900,54.5,306.65986711347
11000,55,308.523183689714
11100,55.5,310.556501668819
11200,56,313.454973498218
11300,56.5,316.81321201114
11400,57,319.541238166065
11500,57.5,323.010944519032
11600,58,326.586703812848
11700,58.5,330.330368791987
11800,59,333.437875188466
11900,59.5,335.848880951559
12000,60,339.04757364395
12100,60.5,342.544449996362
12200,61,345.236821628189
12300,61.5,345.367296590404
12400,62,347.425304706673
12500,62.5,350.381498221082
12600,63,352.678402927307
12700,63.5,355.967645719365
12800,64,359.992585047871
12900,64.5,363.325292467729
13000,65,365.885363635706
13100,65.5,369.019228272048
13200,66,372.606788041482
13300,66.5,376.272385961369
13400,67,380.607344774061
13500,67.5,383.997866443622
13600,68,385.551250147943
13700,68.5,387.563583081218
13800,69,390.519876618013
13900,69.5,392.64625465808
14000,70,394.767481698358
14100,70.5,398.265059092979
14200,71,400.980583786933
14300,71.5,401.958639961847
14400,72,402.947645708643
14500,72.5,406.093532340098
14600,73,409.117326329835
14700,73.5,412.552029928127
14800,74,416.037874225632
14900,74.5,420.747155733782
15000,75,425.642308781501
15100,75.5,428.710208966353
15200,76,430.523451028592
15300,76.5,431.119957475007
15400,77,433.655272070654
15500,77.5,435.813023104766
15600,78,436.556160294248
15700,78.5,437.710110681447
15800,79,440.119074797811
15900,79.5,443.510428494847
16000,80,446.346236219941
16100,80.5,450.364519979974
16200,81,454.11773984542
16300,81.5,455.533814916128
16400,82,457.361404013799
16500,82.5,458.96187384845
16600,83,461.757765866869
16700,83.5,463.335707220296
16800,84,465.018894004662
16900,84.5,466.317149371069
17000,85,470.245348221481
17100,85.5,472.033202377013
17200,86,474.073660172947
17300,86.5,477.014200720688
17400,87,480.422230128393
17500,87.5,483.934730794319
17600,88,486.105836220804
17700,88.5,487.069391932303
17800,89,489.323145442761
17900,89.5,492.617382826937
18000,90,496.939726364535
18100,90.5,501.376364248874
18200,91,505.308971369032
18300,91.5,509.034259054966
18400,92,510.317506460928
18500,92.5,514.005753204254
18600,93,517.407380654457
18700,93.5,519.219854230725
18800,94,523.783066557893
18900,94.5,528.172923495808
19000,95,531.418669960435
19100,95.5,534.918515920266
19200,96,538.903083729799
19300,96.5,543.737034820441
19400,97,546.29121825431
19500,97.5,549.571818079611
19600,98,553.729943834125
19700,98.5,558.636295132688
19800,99,560.642364435967
