step,time,msd
64100,320.5,3122.75444469349
64200,321,3125.20092677886
64300,321.5,3126.95312144854
64400,322,3127.97148699116
64500,322.5,3133.6455649102
64600,323,3137.74358384243
64700,323.5,3141.68276465756
64800,324,3146.50347850811
64900,324.5,3151.11805265945
65000,325,3158.22155420116
65100,325.5,3167.01312408935
65200,326,3175.66902075737
65300,326.5,3183.22377960063
65400,327,3188.56462153
65500,327.5,3191.04514992748
65600,328,3194.51248747293
65700,328.5,3197.90328022283
65800,329,3201.2945307301
65900,329.5,3206.02640623785
66000,330,3212.68225857513
66100,330.5,3219.9416281752
66200,331,3229.16175762542
66300,331.5,3237.96938871167
66400,332,3250.07657926949
66500,332.5,3255.72899847384
66600,333,3262.44838135526
66700,333.5,3263.65541784214
66800,334,3267.57067128942
66900,334.5,3274.69065907065
67000,335,3277.22867532222
67100,335.5,3275.88431982827
67200,336,3274.87282093002
67300,336.5,3276.88368592958
67400,337,3280.13055982771
67500,337.5,3286.60194679939
67600,338,3290.75860010888
67700,338.5,3297.86066960436
67800,339,3305.31082460186
67900,339.5,3307.48763418081
68000,340,3307.14359210499
68100,340.5,3308.45624051905
68200,341,3310.9450018498
68300,341.5,3315.78921300771
68400,342,3318.76567802295
68500,342.5,3321.48106208025
68600,343,3328.83958485469
68700,343.5,3337.02429201142
68800,344,3341.27171565621
68900,344.5,3347.22048674218
69000,345,3354.91878748428
69100,345.5,3361.93831932644
69200,346,3370.32895316933
69300,346.5,3379.06536637546
69400,347,3387.12439291264
69500,347.5,3395.06669671565
69600,348,3400.74405528465
69700,348.5,3407.38271527867
69800,349,3415.25703418181
69900,349.5,3427.3513324155
70000,350,3435.55620619377
70100,350.5,3434.17225708305
70200,351,3435.58346661263
70300,351.5,3438.81231098372
70400,352,3442.22398348084
70500,352.5,3445.24345484547
70600,353,3446.64602683347
70700,353.5,3448.77354500367
70800,354,3455.60017911336
70900,354.5,3463.30204888836
71000,355,3470.00635660102
71100,355.5,3472.40799981495
71200,356,3478.6427753209
71300,356.5,3484.97225128352
71400,357,3489.0964046833
71500,357.5,3492.56499246586
71600,358,3500.62519500479
71700,358.5,3506.92851142007
71800,359,3509.70993107607
71900,359.5,3511.93025861253
72000,360,3517.70634905855
72100,360.5,3523.59785980886
72200,361,3529.46876341089
72300,361.5,3535.66697983206
72400,362,3541.00672183476
72500,362.5,3547.56453471477
72600,363,3557.31508573267
72700,363.5,3563.63339161446
72800,364,3568.12434241735
72900,364.5,3575.29074856371
73000,365,3578.92728988446
73100,365.5,3583.93883736655
73200,366,3587.36362777674
73300,366.5,3592.74873930026
73400,367,3597.89820497742
73500,367.5,3602.41576403405
73600,368,3608.95954418003
73700,368.5,3617.15486712344
73800,369,3626.12356567608
73900,369.5,3634.12634422173
74000,370,3637.95740419656
74100,370.5,3644.25837946074
74200,371,3652.19548910558
74300,371.5,3658.96513644074
74400,372,3663.20173115799
74500,372.5,3663.95929648494
74600,373,3667.69974588268
74700,373.5,3673.45369840833
74800,374,3675.05313629256
74900,374.5,3678.35357509563
75000,375,3679.16627522856
75100,375.5,3679.30560817122
75200,376,3680.77044278172
75300,376.5,3686.42750826551
75400,377,3692.3055555829
75500,377.5,3695.39624436884
75600,378,3701.55785682486
75700,378.5,3709.20998736705
75800,379,3717.67592873837
75900,379.5,3726.53115446624
76000,380,3734.48466180583
76100,380.5,3741.80743606425
76200,381,3756.24632482118
76300,381.5,3766.95402745147
76400,382,3774.05111594846
76500,382.5,3783.12692606669
76600,383,3788.90779158624
76700,383.5,3793.25328362166
76800,384,3794.83237615935
76900,384.5,3799.63179345417
77000,385,3804.65893912446
77100,385.5,3807.2936952638
77200,386,3812.91830992865
77300,386.5,3818.52163686341
77400,387,3819.92669572064
77500,387.5,3820.37596967179
77600,388,3815.42640542036
77700,388.5,3814.34548849969
77800,389,3819.0818480074
77900,389.5,3828.70668774162
78000,390,3836.73698397654
78100,390.5,3842.75209387943
78200,391,3848.85360610104
78300,391.5,3854.88609381104
78400,392,3859.02897841018
78500,392.5,3861.89842107656
78600,393,3865.97615779173
78700,393.5,3869.63611157177
78800,394,3871.64358620929
78900,394.5,3871.1925941461
79000,395,3869.67763059652
79100,395.5,3869.71959558608
79200,396,3870.76788472388
79300,396.5,3875.51077665541
79400,397,3881.0517813205
79500,397.5,3888.0319339892
79600,398,3891.98141691561
79700,398.5,3897.04788529876
79800,399,3902.79381971703
79900,399.5,3909.62876692165
80000,400,3915.65521687512
80100,400.5,3923.14511078464
80200,401,3925.59795822743
80300,401.5,3923.01632278616
80400,402,3920.50828305172
80500,402.5,3919.78093882485
80600,403,3920.79193549525
80700,403.5,3925.34559653787
80800,404,3933.76483123075
